,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
7050,郑州消防,2022年08月22日 18:03,//weibo.com/1991333801/M2ezgFDXE?refer_flag=1001030103_,#人民守夜人#【#重庆多处山火被有力压制#】8月18日以来，由于持续高温干旱，重庆市江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。据了解，今年是#重庆1961年来最严重极端连晴高温#天气。火灾发生后，当地共调集5000余人全力灭火，投入7架直升机开展空中灭火，共转移群众540户1500余人。重庆大足森林火灾一线，在42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。  L应急管理部的微博视频 收起d,blue,1,3,4
7051,KanzkNskkMsm,2022年08月22日 18:02,//weibo.com/5262627067/M2eyZsYzB?refer_flag=1001030103_,我爹：今年重庆真的好难，只不过你们小孩子没有感受到我：怎么了？是我不热还是我不知道限电限水有山火？ ​,ip,0,0,0
7052,JennySoulDancer,2022年08月22日 18:02,//weibo.com/5145582933/M2eyOhzl3?refer_flag=1001030103_,#重庆多处山火被有力压制#辛苦了，还在灭火 ​,ip,0,5,3
7053,要去追赶月亮,2022年08月22日 18:02,//weibo.com/5333044820/M2eyNDJ3l?refer_flag=1001030103_,#重庆多处山火被有力压制#山火还没控制住，疫情又严重了“最初，没人注意这场灾难这不过是一次疫情一场山火一次旱灾一条街道的封控一座城市的煎熬直到这场灾难和每个人息息相关。——《流浪地球》重庆版开场”#重庆巴南山火# L要去追赶月亮的微博视频 ​,yellow,0,0,0
7054,Samjinso,2022年08月22日 18:02,//weibo.com/2616773930/M2eyLms7r?refer_flag=1001030103_,#重庆多处山火被有力压制#这是山火吗？刚刚看见的。 ​,None,0,2,1
7055,沐上云汐,2022年08月22日 18:00,//weibo.com/5510857140/M2eybB3US?refer_flag=1001030103_,#重庆山火# 本人有三愿:一愿疫情快快退去二愿川渝快快下雨三愿生活回到正轨🙏🙏🙏 ​,yellow,0,0,10
7056,重庆轨道交通消防,2022年08月22日 18:00,//weibo.com/5382054118/M2ey8jWbJ?refer_flag=1001030103_,【遭遇森林火灾应如何避险？】森林火灾突发性强、破坏性大，在遇到森林火灾时，应如何采取避险措施确保自身安全？戳图了解↓↓#重庆山火##重庆多处山火被有力压制#@黑龙江森林消防 ​,blue,0,0,0
7057,小李同志Master,2022年08月22日 19:59,//weibo.com/5315477239/M2fkz7rOc?refer_flag=1001030103_,记录一下将近一个月的40+℃高温（实则出门就是五六十度）热到碎的玻璃门水被晒干而限电绿色的山草被晒成枯黄色重庆多地起山火学校运动场借给消防直升机（希望消防员都平安）宿舍上空盘旋直升机的声音校门口突然的疫情……还有满怀期待九月份的降温🙋 ​,None,0,0,2
7058,许愿骨雪跑堂,2022年08月22日 19:59,//weibo.com/2000427013/M2fkupRY4?refer_flag=1001030103_,刚才和我妈打电话问：“重庆还是很热吧？”答：“我在阳台养的树，都晒干了，树叶用手一揉就松脆了。”问：“山火很厉害啊！！！”答：“好几起了，巴南区起火江北区都闻得到焦味儿。还好没听到人员伤亡的新闻，好多人好心人哟，好多志愿者哟。都雄起的。”问：“疫情要注意防护。”答：“好多变黄码，封控了好多地方哟，我现在还是绿的。还能去小区打麻将。”我妈说：“听说这是未来最凉快的一年。”高温、限电、YQ、山火、干旱……这应该是我记事以来重庆最难的夏天了，希望重庆人天生“怕锤子”的乐观和坚韧能帮我们尽快顺利度过。快点好起来，祝福我的家乡#重庆##许愿骨创始人#独立女性创业 收起d,None,0,0,4
7059,Hatitude,2022年08月22日 19:59,//weibo.com/1955316993/M2fksyZ0Y?refer_flag=1001030103_,2022年夏，天气太热了，我的家乡重庆多地发生猛烈的山火。 ​,None,0,0,1
7060,胡图图TZ,2022年08月22日 19:59,//weibo.com/3182061770/M2fkr7ELU?refer_flag=1001030103_,朋友发在朋友圈的...重庆北碚虎头山山火直升机轮流运水去灭火😢这是真的杯水车薪... ​,yellow,0,15,7
7061,想喝果茶吗·,2022年08月22日 19:58,//weibo.com/6447312011/M2fkaxuEB?refer_flag=1001030103_,#重庆山火#刚上楼顶拍的 快下雨吧 ​,yellow,0,0,2
7062,瞌睡兔-Whyue,2022年08月22日 19:58,//weibo.com/5654187723/M2fk9Eg63?refer_flag=1001030103_,#重庆山火# 不知道现在灭了没有 2重庆·翰林景园 ​,None,0,0,2
7063,银色山坡等风吹,2022年08月22日 19:58,//weibo.com/2207881632/M2fk48470?refer_flag=1001030103_,#重庆火灾一线消防员睡姿让人心疼#祈祷山火早点扑灭完 ​,yellow,0,0,0
7064,平安剑阁,2022年08月22日 19:58,//weibo.com/1971423032/M2fk3wr8N?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​​​,blue,0,0,0
7065,小刘的碎碎念,2022年08月22日 19:58,//weibo.com/5867612449/M2fk39kxP?refer_flag=1001030103_,只愿我的家乡平安顺遂消防战士们真的好辛苦，灭火到凌晨五点，7点又接到报警，愿平安顺遂#重庆山火# ​,None,0,1,3
7066,菠萝酥三分糖,2022年08月22日 19:58,//weibo.com/6528616692/M2fk3cEdQ?refer_flag=1001030103_,重庆雄起 ！！！高温、疫情、山火都快快滚开 ​,None,0,0,1
7067,重庆9嬢嬢,2022年08月22日 19:58,//weibo.com/5972049184/M2fk2jnMW?refer_flag=1001030103_,奉节山火！！！愿平安！#重庆山火# ​,None,0,0,4
7068,时小天是男的,2022年08月22日 19:58,//weibo.com/1826887927/M2fk20Gds?refer_flag=1001030103_,山火 高温 限电 疫情 ​今年确实很老火#重庆##落日##重庆山火# L时小天是男的的微博视频 ​,None,0,0,0
7069,珡_琹,2022年08月22日 19:58,//weibo.com/3933718702/M2fjTsxIc?refer_flag=1001030103_,#重庆山火#愿平安🙏 ​,None,0,0,0
7070,重庆客运段成渝高铁,2022年08月22日 19:58,//weibo.com/2542131721/M2fjTc2X2?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,1,3,4
7071,山西共青团,2022年08月22日 19:57,//weibo.com/2489596935/M2fjJ5Y8B?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,0,0,1
7072,大公文匯網,2022年08月22日 19:57,//weibo.com/7476748260/M2fjz25oA?refer_flag=1001030103_,【Viki Talk | 45度高温！重庆61年来最严重极端天气　多地山火不断】重庆出现61年来最严重的极端高温天气，加上干旱，重庆多地先后发生山林火灾。有重庆市民表示，“4天了，我们这里天天火灾，希望多派直升机营救，重庆山多，一些盲区只能靠直升机才看到。”也有网友线上祈祷，希望天降甘露将这场大火扑灭。#重庆山火# O网页链接在这场高温火灾之下，消防人员连日奋战奔赴山火一线，留下了无数的汗水。致敬川渝每一位逆行英雄，愿每次出警都平安归来！重庆加油！  L大公文匯網的微博视频 收起d,blue,1,4,29
7073,夏生烟雨_,2022年08月22日 19:57,//weibo.com/5109622110/M2fjxjZFf?refer_flag=1001030103_,#重庆山火#浓烟遮住了晚霞 这么热的天，消防员真不容易 希望消防英雄们都平安 L阿瑞骑只猪丶的微博视频 ​,None,0,0,3
7074,北青即时,2022年08月22日 19:57,//weibo.com/5908906616/M2fju3ZPK?refer_flag=1001030103_,【#重庆多个区先后发生山林火灾# 当地要求连晴高温期间禁止林区一切露营野炊活动】北京青年报记者8月22日从重庆市委宣传部了解到，8月18日以来由于持续高温干旱，重庆市江津、大足、铜梁、巴南等区先后发生山林火灾。经市区两级全力扑救，多处山火得到有力压制。目前火势可控，无人员伤亡。详情见-O网页链接 收起d,blue,0,0,0
7075,爱老愚的小虎,2022年08月22日 19:56,//weibo.com/1863342070/M2fjhEaYx?refer_flag=1001030103_,残阳如血，虽美却透露出天象的异常，仿佛像身体上一块大大的淤青，也许是连晴高温与频发的山火带来的创伤。重庆，挺住！ ​,None,0,0,0
7076,魔法少女大列巴,2022年08月22日 19:56,//weibo.com/6915556423/M2fjhjiS9?refer_flag=1001030103_,#重庆山火#坐标大渡口，好大的火光 ​,None,0,4,3
7077,偶然生活2012,2022年08月22日 19:56,//weibo.com/2833778420/M2fj3pXRt?refer_flag=1001030103_,重庆山火浓烟 2重庆·大竹林 ​,None,0,0,1
7078,鬼画胡子,2022年08月22日 19:56,//weibo.com/1978361973/M2fj2wJi4?refer_flag=1001030103_,《致敬消防英雄》#消防##重庆山火##致敬消防英雄# ​,None,6,6,139
7079,二月如栢,2022年08月22日 19:55,//weibo.com/7411822184/M2fiWFogl?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧L应急管理部的微博视频 ​,ip,0,2,14
7080,无锡消防,2022年08月22日 19:55,//weibo.com/2258778610/M2fiOp57p?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​ ​​​ 2无锡 ​,blue,0,0,3
7081,超甜菇菇啊秋,2022年08月22日 19:55,//weibo.com/6014128558/M2fiMCAMe?refer_flag=1001030103_,#重庆山火# 保佑都平安 快快下雨 2重庆 ​,None,0,0,1
7082,白日昭之-,2022年08月22日 19:55,//weibo.com/5582743939/M2fiDrXDE?refer_flag=1001030103_,人间风云多变，愿勇抗疫情，勇战灭山火，抵高温，你我都能等来，桂香安逸的秋天❤️#重庆疫情# 2重庆·重庆图书馆 L白日昭之-的微博视频 ​,None,0,0,1
7083,嘿Man_____,2022年08月22日 19:54,//weibo.com/1591491063/M2fiwzHgy?refer_flag=1001030103_,我们重庆人确实雄起的，连续将近半个月创纪录的高温天气，导致涝季遇上了干旱，导致电力的不足，企业，商场，轻轨都在不同程度限电。再加上8个地方的突发山火，沙坪坝，杨家坪，巴南等地的疫情复发，搞得重庆人这个夏天是难上加难，唯一的希望就是天降甘露。天气 预报说的是下周下雨，再坚持下，重庆人雄起！ 2重庆 收起d,None,0,0,2
7084,甜橙味傻糖,2022年08月22日 19:54,//weibo.com/6363651930/M2fiwmtvW?refer_flag=1001030103_,#奉节山火# 重庆市奉节县安坪镇大水田水库后面 L甜橙味傻糖的微博视频 ​,yellow,4,8,20
7085,有一丢丢尴尬,2022年08月22日 19:54,//weibo.com/1154392661/M2fiw0uDK?refer_flag=1001030103_,山火后的云，正常吗？#重庆巴南山火# 2重庆·红星美凯龙(茶园店) ​,None,0,0,0
7086,反射弧-太长,2022年08月22日 19:54,//weibo.com/2292680105/M2fiksQpC?refer_flag=1001030103_,#重庆疫情#天很美，因为许久没下雨了灰色的渲染，因为山火还没扑灭这个点这个气温为啥还在外面，因为做核酸啊 ​,yellow,0,0,2
7087,斜阳_Atopos,2022年08月22日 19:54,//weibo.com/7373615380/M2fie4un4?refer_flag=1001030103_,#川渝人民要哭了#  拒绝灾难娱乐化！#川渝地区高温下的人们##重庆多地先后发生山火##川东何时恢复正常供电##成都为保障民用电做出的努力# ​,None,0,0,0
7088,济南消防,2022年08月22日 19:53,//weibo.com/3676422051/M2fib6510?refer_flag=1001030103_,#人民守夜人#【#重庆多处山火被有力压制#】8月18日以来，由于持续高温干旱，重庆市江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。据了解，今年是#重庆1961年来最严重极端连晴高温#天气。火灾发生后，当地共调集5000余人全力灭火，投入7架直升机开展空中灭火，共转移群众540户1500余人。重庆大足森林火灾一线，在42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。#重庆火灾一线消防员睡姿让人心疼#@四川森林消防 @人民日报 L应急管理部的微博视频 收起d,blue,0,2,0
7089,·金梨煎雪·,2022年08月22日 19:53,//weibo.com/6001511090/M2fhVDtv0?refer_flag=1001030103_,#重庆山火# 晚霞很漂亮，拍日落以为是被乌云遮住了结果往巴南方向看，是烟被吹过来了 L·金梨煎雪·的微博视频 ​,ip,0,2,6
7090,共青团福建省委,2022年08月22日 19:53,//weibo.com/2730549204/M2fhVpaGW?refer_flag=1001030103_,期待你们平安、凯旋而归！8月22日重庆，消防员累计扑灭火线4公里，抽空休息直接席地而睡，火灾仍在扑救中！#重庆火灾一线消防员睡姿让人心疼##重庆多处山火被有力压制#(大象新闻) L共青团福建省委的微博视频 ​,blue,15,19,308
7091,滨州攻略君,2022年08月22日 19:53,//weibo.com/6663099512/M2fhVmYXz?refer_flag=1001030103_,#人民守夜人#【#森林消防员吃着给养睡着了#】8月20日14时43分左右，重庆市大足区万古镇发生森林火灾，四川森林消防总队迅速组织所属阿坝支队、成都特勤大队228人33车的救援力量赶赴火场参与扑救。森林消防员彻夜奋战后，休息期间吃着吃着给养就睡着了……“蓝朋友”们辛苦了 #重庆多处山火被有力压制#@四川森林消防 L应急管理部的微博视频 收起d,yellow,0,1,0
7092,安宁检察,2022年08月22日 19:53,//weibo.com/3413019662/M2fhUdeuP?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​​​,blue,0,0,0
7093,草原铁路,2022年08月22日 19:53,//weibo.com/1920077735/M2fhT2p4p?refer_flag=1001030103_,#呼铁微视角# 【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,5,0,1
7094,陈年清酿DD,2022年08月22日 19:53,//weibo.com/7756657578/M2fhQlAYb?refer_flag=1001030103_,让人不寒而栗的“晚霞”#重庆山火# 重庆加油！老天快来一场雨吧拜托了！#祈雨# 2重庆 ​,None,0,0,0
7095,51129跑去见你,2022年08月22日 19:53,//weibo.com/3240040492/M2fhMw8kQ?refer_flag=1001030103_,#重庆巴南山火#快快下雨吧🙏🙏  消防员一定要平平安安啊 ​,yellow,0,0,0
7096,滇红午后_,2022年08月22日 19:52,//weibo.com/2360387672/M2fhwwwBv?refer_flag=1001030103_,#重庆山火# 山火属实有些许的严重了 L滇红午后_的微博视频 ​,None,0,0,0
7097,围脖上的艾琳,2022年08月22日 19:52,//weibo.com/6024013128/M2fhvEomF?refer_flag=1001030103_,副高控制下的四川盆地，晚上八点，36度高温，空气发烫，隔壁重庆好多处山火还没有扑灭，这也是要写入历史的一个夏天。 ​,None,0,0,0
7098,噗呲熊-,2022年08月22日 19:52,//weibo.com/6862493674/M2fhoyUPW?refer_flag=1001030103_,天佑重庆 下场雨吧#界石##重庆##山火# ​,None,0,3,1
7099,Tree-木屿森,2022年08月22日 19:51,//weibo.com/3996203601/M2fhlBA6d?refer_flag=1001030103_,#重庆山火#今天的夕阳🌇有种窒息感 ​,None,1,0,0
7100,阿尔忒尼斯,2022年08月22日 19:51,//weibo.com/1680681247/M2fh2qmgX?refer_flag=1001030103_,昨天微博还在发限电停电是谣言，今天就限电了，周围500强云集的大商厦，统一只供电半天。我今天几年来第一次吐了，不知是不是热的。傍晚的重庆天空，奇异地呈现不同的颜色层次，天蓝，白，血红，黄，灰，深灰。远处那深灰不是大山，是山火的扬灰。 ​,None,0,1,1
7101,山城废物回收站,2022年08月22日 19:51,//weibo.com/6508817026/M2fh11dO6?refer_flag=1001030103_,描绘一下场景万达离山火很近，这边是山火还在冒烟，那边是巴南万达紧急封控临开学突发，我的精神状态还好除了，跳楼，别无选择请问，重庆人是不是不能活过这个夏天 ​,None,0,6,6
7102,动轴定区间,2022年08月22日 19:50,//weibo.com/2268744102/M2fgXr9PI?refer_flag=1001030103_,我真的会发一些披风！昨晚山火大风今早醒来卧室就一股烧糊的味道，出门上班感觉被烟子笼罩，世界末日in重庆也不为过。忙了一天头昏昏，还要间隙在微博看别人的霸总爱情故事然后又开始怀疑人生。要下班了通知又开始三天三检，火速跑到家楼下核酸检测点，已经排了几百人，在40多度的天气下苦等一小时还好赶上末班车做到了，一整个浑身滴水的地步！热得发疯回到家开始做饭，然后把手切了我真的会发一些披风！！！明天又该怎么办，怎么做核酸！我真的不懂又没有任何接触和轨迹交叉为什么啊为什么要做啊啊啊啊啊啊 收起d,None,0,5,1
7103,重庆妹儿粒粒糖,2022年08月22日 19:50,//weibo.com/1879822717/M2fgX5a6T?refer_flag=1001030103_,#重庆北碚区发生山火#求扩散虎头山火势蔓延到卫星村，请能在12点半准时到歇马街道集合的同志（限男性），十二点半到街道集合上山支援。穿长袖长裤。街道联系人：18602391575 廖颖请大家不要驾驶小车盲目前往造成现场交通堵塞，与混乱。请听从安排。谢谢各位。现场《急需充电宝》联系电话（山上）15702375144 鸭鸭鸭 小胖娃！！！紧急通知，指挥部告知：急缺功能性饮料，食品，补充体力！！！联系电话，胡老师18716581112，张老师18996337998，周老师13889081737 2重庆 收起d,ip,1,0,0
7104,秋恋韵雾都,2022年08月22日 19:50,//weibo.com/6919781211/M2fgPsshO?refer_flag=1001030103_,#重庆多处山火被有力压制#早日熄灭 ​,None,0,0,0
7105,今晚吃什么也,2022年08月22日 19:50,//weibo.com/6049872476/M2fgC6lWc?refer_flag=1001030103_,重庆在渡劫 高温 干旱 限电 山火 疫情 ​,None,0,0,1
7106,共青团西宁市城西区委,2022年08月22日 19:50,//weibo.com/2088979675/M2fgBedBu?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​（转载人民日报） ​,blue,0,0,0
7107,无聊上网看美女,2022年08月22日 19:50,//weibo.com/7624531015/M2fgzwaz5?refer_flag=1001030103_,#重庆火灾一线消防员睡姿让人心疼#晚上7点50分，39摄氏度的巴南，远处的山火还在肆掠，空气中弥漫着烧焦的味道，几百米的核算队伍让我有种末日感！ ​,None,1,5,9
7108,新都资讯,2022年08月22日 19:49,//weibo.com/1965683690/M2fgnDAqq?refer_flag=1001030103_,【#重庆山火##重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,1,0,1
7109,新浪山东头条,2022年08月22日 19:49,//weibo.com/1870549587/M2fgmw3Lc?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,0,0,1
7110,BRTV新闻,2022年08月22日 19:49,//weibo.com/1876265021/M2fgdkjk3?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,0,0,1
7111,共青团西宁市城西区委,2022年08月22日 19:48,//weibo.com/2088979675/M2fg1xfFs?refer_flag=1001030103_,【#重庆多处山火被有力压制#】8月18日以来，由于持续高温干旱，重庆市江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。据了解，今年是#重庆1961年来最严重极端连晴高温#天气。火灾发生后，当地共调集5000余人全力灭火，投入7架直升机开展空中灭火，共转移群众540户1500余人。（人民日报记者常碧罗）O网页链接（转载人民日报） 收起d,blue,0,0,0
7112,平安青川,2022年08月22日 19:48,//weibo.com/1930152042/M2ffP7Gzw?refer_flag=1001030103_,#重庆火灾一线消防员睡姿让人心疼##重庆多处山火被有力压制#致敬消防员👨‍🚒愿平安归来！ ​,blue,0,24,47
7113,萍乡消防,2022年08月22日 19:47,//weibo.com/3669022182/M2ffGu2t4?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,2,4,2
7114,桃色依葵i,2022年08月22日 19:47,//weibo.com/6390098316/M2ffFzHZK?refer_flag=1001030103_,#直升机参与重庆山火救援#愿平安啦，雨快来重庆康康吧 ​,yellow,0,0,2
7115,江科青年,2022年08月22日 19:47,//weibo.com/5732509571/M2ffDjwPO?refer_flag=1001030103_,#江小科分享# 【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。(via:人民日报)L应急管理部的微博视频 ​​​ 收起d,blue,0,0,1
7116,一朵波斯菊呀,2022年08月22日 19:47,//weibo.com/5539469097/M2ffsCU5S?refer_flag=1001030103_,重庆山火后的天空  实际更红 L一朵波斯菊呀的微博视频 ​,None,0,0,0
7117,不许凶洁洁啦,2022年08月22日 19:47,//weibo.com/7443032449/M2ffsBOzi?refer_flag=1001030103_,高温 山火  断流 限电 疫情 今年的重庆真的很难 同事被关了8个天天加班 好心累 还不知道好久出来 杨家坪确诊了一个离我家好近 好担心 好烦躁 今年到底该怎么度过 ​,None,1,0,1
7118,很困就闭眼,2022年08月22日 19:47,//weibo.com/3695928445/M2ffs1uDv?refer_flag=1001030103_,#重庆山火#“火烧”云，笼罩整个大重庆，求求快下一场雨吧 ​,yellow,0,0,0
7119,囤粮的小猪,2022年08月22日 19:46,//weibo.com/2315988484/M2feZmHjm?refer_flag=1001030103_,这真是烧出来的天老天我要求雨#重庆山火# ​,None,1,6,9
7120,临沂临港发布,2022年08月22日 19:46,//weibo.com/3687050977/M2feYe3oQ?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,0,0,0
7121,小泽言酱,2022年08月22日 19:45,//weibo.com/6026895061/M2feQy2ek?refer_flag=1001030103_,#重庆山火#祈福平安 ​,None,0,0,0
7122,小仙男修炼日记,2022年08月22日 19:45,//weibo.com/6344812783/M2fePncr3?refer_flag=1001030103_,重庆今天一整天都雾蒙蒙的，云也看不见，现在的天空带有点灰粉色。好像新天泽也有疫情了。看着这乱世心情乱七八糟的。p3是巴南的方向，不知道亮点是不是火还没扑灭。 ​​​#重庆巴南区界石发生山火# ​,None,0,0,3
7123,SlinShadi,2022年08月22日 19:45,//weibo.com/1745785431/M2fePjVnQ?refer_flag=1001030103_,魔幻八月重庆加油#重庆高温##重庆山火# ​,None,0,0,3
7124,上海奉贤发布,2022年08月22日 19:45,//weibo.com/2643346122/M2feP5CCi?refer_flag=1001030103_,【#重庆火灾一线消防员睡姿让人心疼#】8月18日以来，重庆多地发生山林火灾，经全力扑救，目前#重庆多处山火被有力压制#，无人员伤亡。在重庆大足森林火灾一线，42度高温天气下，森林消防员与火魔从深夜奋战到天亮，累得躺在滚烫的地上和衣而卧。L应急管理部的微博视频 ​,blue,8,0,0
7125,拾光无语vivi,2022年08月22日 19:45,//weibo.com/1350289994/M2feGcyXU?refer_flag=1001030103_,"2022年8月重庆高温，山火：涪陵-巴南-江津疫情：西彭,沙坪坝，石坪桥，杨家坪！祈祷大家一定可以战胜一切！ ​",None,0,2,2
7126,一池落花冢,2022年08月22日 19:45,//weibo.com/5623889665/M2feFxDbH?refer_flag=1001030103_,这是哪里燃起来的烟还是雾啊？？？#重庆山火# 2重庆 ​,None,0,15,2
7127,callmeAshley,2022年08月22日 19:45,//weibo.com/2082485097/M2feFwxR6?refer_flag=1001030103_,#重庆山火#这是火烧云还是山火造成的啊 ​,None,0,2,0
7128,爱跑步的巴菲特,2022年08月22日 19:44,//weibo.com/1657721114/M2fem5TNH?refer_flag=1001030103_,#重庆加油# 疫情，山火，干旱，我们一定能战胜。 ​,None,0,0,2
7129,初恋齊司礼,2022年08月22日 19:44,//weibo.com/6666088822/M2felcFy7?refer_flag=1001030103_,#重庆多处山火被有力压制#希望平安🙏 ​,None,0,0,0
7130,榃想豆豆,2022年08月22日 19:44,//weibo.com/7606820652/M2fehm6Ce?refer_flag=1001030103_,#重庆山火#一定要平安 ​,ip,0,0,0
7131,我叫佐一_你叫什么_,2022年08月22日 19:44,//weibo.com/5738361469/M2feauWp8?refer_flag=1001030103_,#重庆加油##挺过去，就是胜利#高温、山火、疫情、封控、限电、停水山城加油、都会好起来的 ​,None,0,0,1
7132,北京新阳光慈善基金会,2022年08月22日 19:44,//weibo.com/2010286582/M2fe8eLrY?refer_flag=1001030103_,#公益救援在行动# #抗旱减灾渴不容缓# #重庆山火# 针对川渝地区高温灾害与旱灾情况，北京新阳光慈善基金会2022年8月20日启动旱灾救援工作。目前已经和重庆市灾害事故工程抢险救援队取得联系，今天救灾工作组2名同事刚刚到达重庆前线，正在进行灾情走访。项目组计划去往巴南区界石镇，了解火灾现场救援队防火隔离带开垦以及巴南区供水情况，核实需求。调研核实后将立即安排采购发动机、排水泵、储水袋等设备，用于救援队抢险救灾。其中部分储水袋将用于村庄和社区，供当地百姓自行使用。#新阳光应急救援在行动# @微公益 @微博共益计划 L北京新阳光慈善基金会的微博视频 收起d,blue,166,72,275
7133,职业观众张阿姨,2022年08月22日 19:43,//weibo.com/7742705096/M2fe37SKe?refer_flag=1001030103_,望平安！重庆巴南界石发生山火  L职业观众张阿姨的微博视频 ​,None,0,0,0
7134,想喝果茶吗·,2022年08月22日 19:43,//weibo.com/6447312011/M2fdWjZWf?refer_flag=1001030103_,#重庆山火#怎么又来了啊 ​,yellow,0,4,2
7135,中国乡村发展基金会,2022年08月22日 19:43,//weibo.com/1647171880/M2fdUBVHB?refer_flag=1001030103_,#人道救援# 近期重庆山火频发，中国乡村发展基金会及人道救援网络密切关注，于8月22日17时20分启动支持响应。#有你救有力量#@人道救援 ​,blue,0,0,35
