,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
5006,云想伊人,08月23日 23:36,//weibo.com/3871258394/M2qb57gFD?refer_flag=1001030103_,#重庆# 今年暑期的重庆真的很难，有高温，再到处都有山火，再还有疫情。新闻视频看到消防官兵的辛苦，看到好多因为高温离开世界，看到街道路灯熄灭一边商场不开空调只为省电，心里很难过，好像目前唯一能做的就是白天尽量不开空调晚上空调尽量调高睡觉…… ?,None,0,1,0,122
5007,FxaoruI_,08月23日 23:36,//weibo.com/2884300393/M2qaZvka0?refer_flag=1001030103_,山火 疫情 高温 今年重庆的夏天真的好惨??? ?,yellow,0,0,0,25
5008,魔都药药切克闹,08月23日 23:36,//weibo.com/5309305749/M2qaSoMKT?refer_flag=1001030103_,到处限电，除了川渝，今天听说武汉办公楼也限电，太难了。随时都可能发生的新冠疫情，全国全世界四十度的高温，重庆山火。。。生活不易。好在魔都的持续高温将退去，希望是慢慢恢复正常生活的开始吧，今年老百姓的太平日子，确实太少了。#疫情##高温# ?,None,0,2,2,120
5009,薰衣草格子,08月23日 23:36,//weibo.com/6472227422/M2qaQivd9?refer_flag=1001030103_,#重庆山火#每位英雄都要平平安安归来??? ?,yellow,0,0,0,23
5010,Sadboyeveryday_,08月23日 23:36,//weibo.com/6731349311/M2qaPo9i6?refer_flag=1001030103_,#重庆山火#?? ?,None,0,0,1,10
5011,莲花一朵儿,08月23日 23:35,//weibo.com/7423898209/M2qaN4Fmk?refer_flag=1001030103_,#重庆山火# 今年不容易 ?,None,0,0,0,14
5012,上帝和自己,08月23日 23:35,//weibo.com/5115569240/M2qaLBZtv?refer_flag=1001030103_,#重庆山火#在线求雨 ?,None,0,0,0,12
5013,衝鋒号角,08月23日 23:35,//weibo.com/2343014623/M2qaKq3Lu?refer_flag=1001030103_,救援山火的青年力量，由于地形较陡，寻常车辆无法上坡运送物资，重庆小伙骑摩托车多次运送物资。#200多名武警官兵驰援重庆大足火场##暑期视频创想季##重庆小伙骑摩托车多次运送物资# L衝鋒号角的微博视频 ?,gold,46,45,614,102
5014,独居江畔,08月23日 23:35,//weibo.com/2482269260/M2qaJgjyd?refer_flag=1001030103_,#重庆山火#消防员们在救火的同时，一定要保护好自己啊！ ?,None,0,0,0,29
5015,__蓝色是最暖的色_,08月23日 23:35,//weibo.com/1734326864/M2qaJbV7C?refer_flag=1001030103_,#重庆北碚山火仍在蔓延##重庆山火# 看着简直想哭，太揪心了～！！??? ?,None,0,6,2,38
5016,无为李爷,08月23日 23:35,//weibo.com/3812400789/M2qaGfHtj?refer_flag=1001030103_,#重庆山火# 重庆丰都兴义镇悟惑寺山火 L无为李爷的微博视频 ?,gold,35,80,414,32
5017,stayindead,08月23日 23:35,//weibo.com/5573211350/M2qaEcJA4?refer_flag=1001030103_,#重庆山火##长寿# 快快下雨吧 2重庆·翰林港湾 ?,None,0,0,0,27
5018,熙雅拉马,08月23日 23:35,//weibo.com/2991598210/M2qaCbY8l?refer_flag=1001030103_,#重庆山火#此时此刻的北碚 ?,None,43,89,278,15
5019,小居小居你好懒呀,08月23日 23:35,//weibo.com/5639477018/M2qazv8DV?refer_flag=1001030103_,#重庆山火#赶紧下雨吧球球了，遭不住了 ?,ip,0,0,0,21
5020,三叉兮兮,08月23日 23:35,//weibo.com/5685938866/M2qawxPtu?refer_flag=1001030103_,#重庆北碚山火#等一个好消息，大家都要平平安安的回来??? ?,None,0,0,0,31
5021,春迟欲晚E,08月23日 23:35,//weibo.com/7406048874/M2qawuwLQ?refer_flag=1001030103_,#重庆山火#下场大雨吧 bbl ?,ip,0,0,0,17
5022,夜袭锐fui,08月23日 23:35,//weibo.com/5942044066/M2qatgIee?refer_flag=1001030103_,#重庆山火# 2重庆 ?,None,0,0,0,12
5023,_Amelie_夕颜,08月23日 23:35,//weibo.com/1795968514/M2qart7UO?refer_flag=1001030103_,世界上最帅的逆行，致敬所有奋战一线的战士们！！祝愿所有人平安。绵薄之力，尽我所能，火灾无情，人间有爱，愿山河无恙，人间皆安。??#重庆山火##重庆北碚山火仍在蔓延# ?,None,1,0,25,84
5024,_是萧衣吖_,08月23日 23:35,//weibo.com/7568237576/M2qaqB0n4?refer_flag=1001030103_,#重庆山火#哎希望所有人平安啊现在这个时候灭火更不容易所以消防员有补贴之类的吗 ?,None,0,0,0,41
5025,-动-听-,08月23日 23:35,//weibo.com/1999960103/M2qaqjoK9?refer_flag=1001030103_,#重庆山火# 刚刚刷朋友圈，重庆北碚的山火还没有熄灭，主城区都可以看到火光了，真的太难受了，我已经数不清重庆有多少地方在烧了了，奉节，巴南界石，江津，北碚，璧山……真的太难受了，求求给重庆下一场雨吧。我的家乡是四川广安，重庆是我的第二故乡一个距离重庆15h的小城市，我在重庆上大学工作生活，前前后后已经11年了。前两天的一篇帖子引起了一些人不满意，让我少抱怨多做有意义的事情，可是在很多苦难面前，普通人除了抱怨好像什么都做不了。不知道有意义的具体定义，但是偶尔的抱怨可以让我心情舒畅，比如错峰停电的时候。  我真的觉得现在的很多的媒体不仅没有良心，而是没有心。 拍下限电后的重庆，带着限电后的重庆好像拍鬼片的话题，让大家用一句话形容感受，为了流量娱乐化苦难。图片的背后是人间灾难，是川渝人在40度+的时候被停电，被停水的人间煎熬。以前总听见别人说老人熬过这个冬天就好了，可是高温下四川的农村，有多少老人没有熬过熬过2022年的夏天。大部分农村没有空调，有些地方即使有空调电能也带不动会跳闸，有些老人家里甚至没有风扇。有人会说这么热为什么不装空调，真的是2022年何不食肉糜，那些靠种地自给自足，卖菜赚几毛钱的老人，哪里有钱去装空调，如果不是必不得已热得不行。他们连吹电风扇都觉得是一种浪费奢侈。如果今年是为来很多年最凉快的一年，我真的希望以后限电不要限农村。疫情经济下行，我也是疫情影响下失业的一员，但是其实最惨的是 小本商家。我昨天限电出门走一走，我的城市市中心，因为让电于 民而一片漆黑。我不知道这意味着什么，我只感受到了真的很难 过，很不容易。疫情要歇业，限电要让电于民，高温也没有客人，而他们中的很多人在自己的城市需要帮助的时候都挺身而出。我真的希望媒体希望人民关注灾难本身，关注受灾的人民群众，不要用灾情博流量。高温 山火 疫情 限电 ，川渝人民不会被打倒。请不要娱乐化苦难，是对正在坚强面对灾难的川渝人民最起码的尊重和礼貌。 收起d,None,8,31,201,822
5026,·邪恶女巫·,08月23日 23:35,//weibo.com/3568121072/M2qaouIbH?refer_flag=1001030103_,#重庆北碚山火#缙云苍苍嘉陵泱泱，心疼母校 ?,None,0,0,0,23
5027,夜聞会,08月23日 23:34,//weibo.com/5143137592/M2qanpoKB?refer_flag=1001030103_,8月23日15时许的重庆缙云山，直升机?视角，地形峻秀，海拔950米！任务艰巨……#重庆山火#重庆山火##重庆##微博爆料# L夜闻会的微博视频 ?,None,1,0,0,74
5028,暹罗千金诺小妞,08月23日 23:34,//weibo.com/3886416585/M2qakqY5I?refer_flag=1001030103_,高温+限电+山火+干旱+封控+全民核酸重庆这个夏天有点难不知道我可以做些什么我的第二故乡，正在遭受磨难 ?,None,0,0,0,53
5029,走进数学心里柚,08月23日 23:34,//weibo.com/7744979640/M2qakoLbn?refer_flag=1001030103_,#重庆山火#  唉 ?,None,0,0,0,11
5030,远远遥望着CQ星球,08月23日 23:34,//weibo.com/7432508928/M2qaerVwd?refer_flag=1001030103_,#重庆北碚山火仍在蔓延#不要再烧了 ?,None,0,3,2,19
5031,白色罗生门门门,08月23日 23:34,//weibo.com/1052738262/M2qaebqhw?refer_flag=1001030103_,朋友圈有重庆的人在实时直播北培的山火情况，想到了今年夏天对于那个小城的人来说，应该是尤为辛苦的。高温，电量不够，又碰到了山火。 ?,None,0,2,0,65
5032,三秦网讯,08月23日 23:34,//weibo.com/2713673103/M2qad1HOl?refer_flag=1001030103_,【#重庆摩托大军自发运送救火物资#】据重庆市委宣传部消息，8月18日以来，由于持续高温干旱，重庆江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。重庆热心市民们自发骑上摩托车，运送救火物资。谢谢你们，辛苦了！#重庆北碚山火小伙自发骑摩托支援# L四川观察的微博视频 ??? 收起d,None,0,0,0,160
5033,orangju,08月23日 23:34,//weibo.com/3190141237/M2qaa2btY?refer_flag=1001030103_,#重庆山火#我们小区附近，还有附近的镇今天也起火了。最近起火得好多 ?,None,0,0,0,35
5034,我爱豆是我的人生导师,08月23日 23:34,//weibo.com/5459509384/M2qa9b8KH?refer_flag=1001030103_,#重庆电网最大负荷已达到历史极值#天，太不容易了，而且还有山火，快熄灭吧，大家都平安??? ?,None,0,0,0,47
5035,冬日暖阳nin,08月23日 23:34,//weibo.com/5351435470/M2qa9a3I5?refer_flag=1001030103_,求求了 重庆下大雨吧????希望大家都平平安安 注意安全#重庆山火##下雨# 2重庆·缙云山健身梯道 ?,None,1,7,7,52
5036,西瓜牌弹木,08月23日 23:34,//weibo.com/2134889211/M2qa8j1bY?refer_flag=1001030103_,#重庆电网最大负荷已达到历史极值#山火，疫情，高温，商场下午四点营业，手扶梯关闭，电梯开一半，健身房只开小灯，真的顶不住快下雨降温吧? ?,None,0,4,1,69
5037,也许可以改名字了吗,08月23日 23:34,//weibo.com/5720126906/M2qa74Ron?refer_flag=1001030103_,#重庆山火#这火究竟要烧到什么时候，大重庆加油啊，缙云山还没去过呢我。 ?,None,0,0,3,37
5038,旅游播报,08月23日 23:34,//weibo.com/3698246975/M2qa4qgaW?refer_flag=1001030103_,高温、山火、疫情、限电！老天这是作什么？#重庆山火# ?,gold,0,0,0,28
5039,小刘奋斗史,08月23日 23:34,//weibo.com/5717281489/M2qa4pany?refer_flag=1001030103_,#重庆山火# 热搜能不能不要是这个明星那个明星行不行！！！看到就烦，别人屁大点事关注得很，他赚再多钱又不会分你一点。关注社会新闻吧，看看现在重庆的山火多大多需要帮助，年轻人多做点实事！渣浪一天就知道捧流量明星，瞎bibi那点破事儿！！！！ ?,None,0,0,145,121
5040,不哭不闹的夏达,08月23日 23:34,//weibo.com/7720542789/M2qa48ElK?refer_flag=1001030103_,8月22日，重庆巴南突发山火，市民凌晨接力搬运物资救援：大家很齐心，保护自己的家园。  L不哭不闹的夏达的微博视频 ?,None,0,0,0,59
5041,Happ即happy,08月23日 23:34,//weibo.com/6714825960/M2qa04UHL?refer_flag=1001030103_,#重庆山火#重庆雄起 英雄城市！！！ ?,None,0,0,0,20
5042,烟雨蒙蒙意懒散,08月23日 23:33,//weibo.com/3175101260/M2q9YcUw3?refer_flag=1001030103_,#重庆山火#快下点雨吧 ?,None,0,0,0,13
5043,承包笑点,08月23日 23:33,//weibo.com/5809057042/M2q9XpaFC?refer_flag=1001030103_,辛苦了，小伙子们的摩托这次派上用场了。#重庆山火##中国气象局调派人工增雨飞机抵达重庆# L承包笑点的微博视频 ?,ip,3,2,22,57
5044,道哥的日记,08月23日 23:33,//weibo.com/7713469343/M2q9VfBOL?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援# 这才是骑士精神～ L道哥的日记的微博视频 ?,ip,3,8,48,40
5045,承包笑点,08月23日 23:33,//weibo.com/5809057042/M2q9UnucA?refer_flag=1001030103_,总有人翻山越岭为你而来 ，重庆北碚缙云山火灾救援！#重庆山火# L承包笑点的微博视频 ?,ip,4,3,20,44
5046,满级术栗叶,08月23日 23:33,//weibo.com/5254053100/M2q9S0HB8?refer_flag=1001030103_,#重庆山火#我真的听说要烧到最后一条隔离带了，再下面就是我高中了，真的离山火太近了 ?,None,0,8,11,43
5047,小汤圆2375,08月23日 23:33,//weibo.com/6479560880/M2q9Pohas?refer_flag=1001030103_,#重庆电网最大负荷已达到历史极值#重庆真的好难，高温，疫情，山火，限电。??快点好起来吧！ ?,None,0,0,12,47
5048,承包笑点,08月23日 23:33,//weibo.com/5809057042/M2q9PogOs?refer_flag=1001030103_,谢谢你们为我们负重前行， 比起山火，更希望你们能保护好自己。#重庆山火# L承包笑点的微博视频 ?,ip,0,5,64,49
5049,ZY_ZT,08月23日 23:33,//weibo.com/2519587673/M2q9Pm5hI?refer_flag=1001030103_,#重庆山火#川渝人不惹事，不怕事，遇事豁达，处事乐观，骨子里满满当当都是不屈不挠、坚韧不拔的劲儿！我们一定能战胜所有困难！加油！PS：现在每天看无数遍天气预报，就期待四川、重庆快点下雨??????～老天爷，你要给力点啊！！！ ?,yellow,0,1,3,114
5050,官家一品透·倩児,08月23日 23:33,//weibo.com/1764353797/M2q9Jqmtw?refer_flag=1001030103_,#重庆山火#一个不少的平安归来??? ?,yellow,0,0,1,20
5051,-喵喵喵喵喵喵喵喵-,08月23日 23:32,//weibo.com/2090088420/M2q9r8mYS?refer_flag=1001030103_,#重庆山火#看到公司在巴南区的两个项目部说第二批志愿者都出发了，感叹建筑工人真的了不起！去年差不多时间渝中区的项目部参加了抗洪、街道清淤，今年巴南区的工人是灭火志愿者 ?,None,0,0,9,85
5052,·好好爱啵啵,08月23日 23:32,//weibo.com/6123039649/M2q9p3bFa?refer_flag=1001030103_,#重庆山火#真的快下雨吧  别再发生这些事了 ?,yellow,0,0,1,24
5053,今日也要快乐无限,08月23日 23:32,//weibo.com/7165051615/M2q9nk0Qp?refer_flag=1001030103_,#重庆山火#能不能让庆阳的雨都去四川 ?,None,0,2,5,20
5054,SJandELF我and你,08月23日 23:32,//weibo.com/3031934487/M2q9n3vpq?refer_flag=1001030103_,#重庆电网最大负荷已达到历史极值#上班期间光线充足的时候不开灯，家里更是晚上睡觉才开空调。不是觉得这样能省下多少，也不觉得自己多厉害能扭转乾坤，只是希望能节约一点是一点。水电负荷太重，山火久久难灭，明天又要大规模核酸采样，只希望一切平安顺利。重庆，一切都会好起来的！ ?,None,0,9,21,135
5055,广东公安,08月23日 23:32,//weibo.com/1701367442/M2q9lxwxO?refer_flag=1001030103_,#重庆山火#【山火猛如虎 预防保平安】一次疏忽，能使万亩绿色焚为灰烬；一次大意，能使森林瞬间化为乌有；一个烟头，能打破生态的平衡……万一遇到了怎么办？戳图了解！（来源：@湖北消防） #重庆山火扑救现场# ?,blue,0,0,2,103
5056,Santa-Cruz-V10585,08月23日 23:32,//weibo.com/7452801607/M2q9lh1R8?refer_flag=1001030103_,#重庆中心城区全员核酸#高温，限电，山火，疫情，希望老天赶快来一场大雨缓解一下嘛 ?,None,0,0,0,42
5057,怎么那么多昵称都不能用,08月23日 23:32,//weibo.com/6196313627/M2q9l0x39?refer_flag=1001030103_,#重庆山火#注意安全，台风要来了，不知道能不能送点雨过去 ?,None,0,0,0,30
5058,凵凵王,08月23日 23:32,//weibo.com/6121785086/M2q9kFop1?refer_flag=1001030103_,#重庆北碚山火仍在蔓延#这边山火还没扑灭 疫情又开始了 真的球球了重庆快一点变好吧电费负担不起了 ?,None,0,0,2,50
5059,不要忘了睡觉,08月23日 23:32,//weibo.com/5511444608/M2q9e8goG?refer_flag=1001030103_,#重庆山火# 下雨下雨下雨快下雨???????? ?,None,0,0,0,26
5060,宝宝殿下无敌,08月23日 23:32,//weibo.com/5274858534/M2q9e7aY3?refer_flag=1001030103_,#重庆山火#感谢所有付出的人 ?,None,0,0,0,16
5061,荼靡满山路,08月23日 23:32,//weibo.com/7438497953/M2q9dwBG0?refer_flag=1001030103_,#重庆山火#真里是遭不住，烧柴火的味道又飘起来了，快点下雨吧 ?,None,0,0,0,32
5062,肉肉小妮子edith,08月23日 23:32,//weibo.com/5779138227/M2q9cDoDQ?refer_flag=1001030103_,#重庆山火#一定要平安 ?,None,0,0,0,13
5063,圆圆的汤圆团子,08月23日 23:32,//weibo.com/6983112207/M2q9cp4QM?refer_flag=1001030103_,#重庆山火#赶紧降温下雨吧 ?,yellow,0,0,0,15
5064,成濑鱼籽,08月23日 23:32,//weibo.com/2273869830/M2q9aAozJ?refer_flag=1001030103_,#重庆山火##重庆疫情# 揪心啊 ?,None,0,0,2,18
5065,HelloANaDa,08月23日 23:31,//weibo.com/5566251434/M2q974YIJ?refer_flag=1001030103_,隔壁重庆太惨了吧 又是山火又是高温又是疫情又是全城封控 天要亡我川渝人民 ?,yellow,0,1,1,38
5066,寒山寺香客,08月23日 23:31,//weibo.com/5709893251/M2q95gkJp?refer_flag=1001030103_,不管时间怎么变化，人民子弟兵的“全心全意为人民服务”宗旨没有变！#重庆山火# 祝愿所有人民子弟兵平安吉祥！祝您们晚安 ?,None,0,1,0,61
5067,stayindead,08月23日 23:31,//weibo.com/5573211350/M2q94EFrt?refer_flag=1001030103_,#重庆山火#长寿又遭了 希望快快下雨吧 ?,None,0,0,0,21
5068,燕儿翩翩飞03502,08月23日 23:31,//weibo.com/5887288926/M2q919g1B?refer_flag=1001030103_,#重庆山火#小小直升机看得人五味杂陈。 ?,None,0,0,3,21
5069,大帅的奇妙之旅,08月23日 23:31,//weibo.com/7734821024/M2q8ZCbAW?refer_flag=1001030103_,#重庆山火#唉，扑灭山火，难呐。 ?,ip,0,0,0,18
5070,星星住在对面star,08月23日 23:31,//weibo.com/6310022609/M2q8Z7njf?refer_flag=1001030103_,#重庆山火#老天爷 快下雨吧快下雨吧 ?,None,0,0,0,20
5071,炸了吧boom__,08月23日 23:31,//weibo.com/7436008531/M2q8WptAE?refer_flag=1001030103_,#重庆山火#. 7 ?,None,0,0,0,11
5072,w豌豆尖,08月23日 23:31,//weibo.com/5146188994/M2q8NfV3u?refer_flag=1001030103_,#重庆核酸# 跟了一天重庆山火了 明天又是重庆主城九区全员核酸检测的日子 村头发来照片 搭建检测点都是自愿参加 重庆人民真的很齐心 一定渡过难关！！！ 2重庆 ?,yellow,0,0,0,81
5073,TML0429,08月23日 23:31,//weibo.com/5015010356/M2q8MnMYe?refer_flag=1001030103_,#重庆山火#重庆雄起！！！山火、疫情、高温、干旱、限电、通通?退?退?退? 要不是被封在沙坪坝了，我也一定去出力！ 2重庆·沙正街社区 ?,yellow,0,1,2,69
5074,yjf小小鱼,08月23日 23:30,//weibo.com/2871570140/M2q8JELbd?refer_flag=1001030103_,#重庆山火#眼睁睁看着山上大火肆虐，好心痛。灭火英雄们一定要平安呀?????? Lyjf小小鱼的微博视频 ?,None,0,0,0,54
5075,stayindead,08月23日 23:30,//weibo.com/5573211350/M2q8HliVC?refer_flag=1001030103_,#重庆山火#快点下雨吧 长寿现在又遭了 ?,None,0,0,0,21
5076,兔子冬叔,08月23日 23:30,//weibo.com/2916697935/M2q8E7thA?refer_flag=1001030103_,#重庆山火#不敢看了 保佑我大重庆??? ?,None,0,0,2,22
5077,夜空中最亮的灯泡·,08月23日 23:30,//weibo.com/2122446100/M2q8Avdfh?refer_flag=1001030103_,破防了被重庆干旱疫情山火整破防了这些离我好像很近又好像很远感谢那些把我们保护得很好的人们 ?,None,0,0,0,46
5078,提提i沐姐,08月23日 23:30,//weibo.com/3270340424/M2q8r8ts9?refer_flag=1001030103_,八月的重庆承受了太多高温 限电 火灾 疫情……短短一周多地接连发生山火?祈求平安！！#今日处暑# ?,ip,0,0,0,50
5079,两颗小鱼子,08月23日 23:30,//weibo.com/7754475688/M2q8qfg0A?refer_flag=1001030103_,"再会自我调侃的重庆人今天也顶不住吧20 年重庆为了上下游，没下雨却被洪水淹，一大群叔叔孃孃爷爷奶奶到来福士看洪水过江，我们一边调侃,网红熊一边默念加油。22年的夏天，滴雨未下的大半个月里，愈加严峻的疫情，刷新纪录的高温，千旱，山火。起先我们都还在调侃，乐观面对，到上周开始为山火四起的地方揪心今年夏天，尤其八月以来重庆乃至川渝都真的很不容易，重庆是70%火力发电，水力发电稀缺，长这么大第一次见到工厂限电商场限电改运营时间，身边很多人都自觉节能，节水。明天要开始全员核酸，真的高温山火疫情多灾多难的夏天祈祷雨快来，疫情快结束 收起d",None,0,0,2,266
5080,猜猜我想啥223,08月23日 23:30,//weibo.com/3987746786/M2q8osLuL?refer_flag=1001030103_,#重庆山火#平安！ ?,None,0,0,0,11
5081,一一一一的九一,08月23日 23:30,//weibo.com/2349900921/M2q8oonsf?refer_flag=1001030103_,#重庆北碚山火仍在蔓延# 有点睡不着 ?,None,0,3,8,20
5082,暮珘,08月23日 23:29,//weibo.com/2083252622/M2q8kB6lA?refer_flag=1001030103_,#重庆山火#真的致敬每一位逆行者?外面又起风了真的不要再吹风了??巴山夜雨涨秋池，何当共剪西窗烛。描写的就是缙云山，缙云山一定要挺住啊#重庆北碚山火仍在蔓延# L清河有花的微博视频 ?,ip,4,18,70,92
5083,Z肖张得很哦X,08月23日 23:29,//weibo.com/6166832387/M2q8k0P7k?refer_flag=1001030103_,#重庆山火#雪上加霜啊，只希望不要有人在伤亡，所以人都平安回来???? ?,None,0,0,0,37
5084,慕妮安安,08月23日 23:29,//weibo.com/5241079152/M2q8h4B9E?refer_flag=1001030103_,#重庆北碚山火仍在蔓延#高温赶快过去啊 ?,ip,0,0,1,21
5085,梁姐姐呀--,08月23日 23:29,//weibo.com/6058053001/M2q8gctjq?refer_flag=1001030103_,八月的重庆不太平，疫情 高温 山火 限电 干旱 2重庆·重庆大学城 L梁姐姐呀--的微博视频 ?,None,0,0,1,48
5086,不磕睡-,08月23日 23:29,//weibo.com/7558828743/M2q8bcaR4?refer_flag=1001030103_,#重庆山火#愿平安 早日下雨吧? ?,ip,0,0,0,18
5087,清桂衔风酿秋甜,08月23日 23:29,//weibo.com/5670313957/M2q866noZ?refer_flag=1001030103_,让重庆好起来吧山火和疫情快快过去吧真的不能再这样烧下去了哇 ?,None,0,1,0,31
5088,夜聞会,08月23日 23:29,//weibo.com/5143137592/M2q81Eb6m?refer_flag=1001030103_,重庆#山火 #消防救援 多国装备的森林防火消防飞机编队，庞巴迪Cl-415，容量6吨多，取水只用几分钟一趟，单架2亿人民币#重庆山火##重庆##微博爆料# L夜闻会的微博视频 ?,None,7,28,62,89
5089,下下个夏天s,08月23日 23:29,//weibo.com/5216699504/M2q817bS1?refer_flag=1001030103_,到处的山火 烧的人心焦还闹疫情 明天全区黄码商场超市地铁限电 下午四点到九点营业今年重庆的夏天 真难啊 ?,None,0,4,2,53
5090,啾咪li崽,08月23日 23:29,//weibo.com/7082844719/M2q7YphC4?refer_flag=1001030103_,#重庆山火#太热了真的  快下雨吧 ?,None,0,0,0,19
5091,红色螺丝帽,08月23日 23:28,//weibo.com/6815431667/M2q7WpB5R?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#年纪大了看这个都会哭 ?,None,0,0,4,29
5092,请和0105联络,08月23日 23:28,//weibo.com/6509620299/M2q7W5MLq?refer_flag=1001030103_,#重庆北碚山火仍在蔓延##重庆山火# 又燃大了 ?,None,0,7,9,25
5093,yuanwey,08月23日 23:28,//weibo.com/6576793439/M2q7U1IVx?refer_flag=1001030103_,#重庆北碚区发生山火#高温，疫情，火灾，限电。。。我都忍了，求求夏天赶紧过去吧???我大重庆真的遭不住了啊 ?,None,0,0,0,55
5094,Quzzeny,08月23日 23:28,//weibo.com/6990434311/M2q7T8sWK?refer_flag=1001030103_,#重庆山火#  我牙刷儿，怎么北碚又燃起来了 ?,None,0,4,0,24
5095,今天晚上吃了藤藤菜,08月23日 23:28,//weibo.com/5628284919/M2q7SxWV5?refer_flag=1001030103_,#重庆山火#来场大暴雨啊啊啊啊啊啊啊 ?,None,0,1,1,20
5096,吃掉鱼骨,08月23日 23:28,//weibo.com/6136877618/M2q7MDjE0?refer_flag=1001030103_,#重庆山火#我最想去玩的城市愿平安 ?,None,0,0,0,19
5097,是率率嘛,08月23日 23:28,//weibo.com/7364373342/M2q7KiKdM?refer_flag=1001030103_,#重庆山火#一定平安?? ?,ip,0,0,0,14
5098,是西贝贾啊,08月23日 23:28,//weibo.com/2686771503/M2q7Jni4V?refer_flag=1001030103_,这周末有太多第一次了第一次见识到山火燃亮一片天染红一片色#重庆巴南山火# 第一次完完整整熬通宵第一次觉得时间过得这么快第一次“露营” 我的床只是一块纸板我的枕头只是一瓶矿泉水  同事说 睡桥洞的乞丐都有几件破衣裳第一次看着日出日落第一次睡醒以后被隔离核酸检测吵醒#重庆巴南疫情# 早上出门已经分不清周几了 只希望平平安安顺顺利利赶紧回归正轨???? 收起d,None,0,23,21,178
5099,千燏一龙,08月23日 23:28,//weibo.com/1818600390/M2q7JmcKz?refer_flag=1001030103_,#重庆山火#快快下雨吧 ?,ip,0,0,0,13
5100,薄荷糖与鲜牛奶,08月23日 23:28,//weibo.com/5152685555/M2q7Fgfup?refer_flag=1001030103_,#重庆山火#离这么远都能看见 可见火势有多大 从上周六开始 亲眼看到的第三场山火 2重庆 ?,None,0,3,2,46
5101,Manolo_w,08月23日 23:28,//weibo.com/3894928948/M2q7Cw8XT?refer_flag=1001030103_,#重庆山火#关着窗户烧焦味儿都渗进卧室来了 ?,yellow,0,0,0,23
5102,yao赚钱迈迈迈,08月23日 23:28,//weibo.com/5581035282/M2q7B4NFH?refer_flag=1001030103_,#重庆山火#求求了，苍天??吧 ?,None,0,0,1,17
5103,旧时休,08月23日 23:28,//weibo.com/5324025480/M2q7z0Jqn?refer_flag=1001030103_,#重庆山火#  快下雨吧 ?,None,0,0,0,14
5104,Christine康康康,08月23日 23:28,//weibo.com/1769274492/M2q7z1Oj2?refer_flag=1001030103_,38的?，希望明天44℃的太阳??别上班，因为要全市全员核酸，这个暑假，重庆太难了，希望高温，疫情，山火快点结束，快点来吧 2重庆 ?,None,0,0,3,67
5105,度余生72957,08月23日 23:27,//weibo.com/7537368385/M2q7tqYd6?refer_flag=1001030103_,#重庆山火#希望大家能够平平安安的，消防员哥哥们还有可爱的热心人们，你们都要幸幸福福平平安安的 ?,None,0,0,0,49
5106,WBSLBL,08月23日 23:27,//weibo.com/5770393330/M2q7rlOkF?refer_flag=1001030103_,#重庆山火#赶紧下雨吧 ?,None,0,0,0,13
5107,白日梦頌,08月23日 23:27,//weibo.com/6344602592/M2q7piOPH?refer_flag=1001030103_,#重庆山火#田娜，居然还在烧，重庆可是我最喜欢的城市，愿平安??? ?,None,0,0,2,35
5108,想一夜暴富的yuki,08月23日 23:27,//weibo.com/1822627391/M2q7midtk?refer_flag=1001030103_,#重庆山火#求求了，快下雨吧 ?,None,0,0,0,16
5109,艺兴的贝贝壳儿,08月23日 23:27,//weibo.com/5710811294/M2q7c18wG?refer_flag=1001030103_,#重庆山火#重庆雄起 加油 ?,yellow,0,0,5,15
5110,贝贝牌棉花糖,08月23日 23:27,//weibo.com/6213876602/M2q7axm49?refer_flag=1001030103_,高温、疫情、山火、水枯、电荒，天佑重庆，加油重庆！?此时此刻，我真的过得很奢侈，没有停电，没有断水断粮，没有天人永隔痛失亲人，感谢伟大医护人员，消防队员等前线战士替我们负重前行！遭此大火大旱，又逢疫情肆掠，生灵涂炭，愿逝者安息，生者平安，愿国家早日恢复安稳，人民早日脱离苦海。 2重庆 收起d,None,0,0,1,146
5111,lindataotao999,08月23日 23:27,//weibo.com/3289597507/M2q7afKXN?refer_flag=1001030103_,#重庆山火#愿平安归来，愿山河无恙，愿风调雨顺国泰民安。 ?,None,0,0,0,30
5112,创业新青年,08月23日 23:26,//weibo.com/1911348005/M2q78r4F8?refer_flag=1001030103_,#活着就是为了摆渡#重庆巴南区山火，救火奋战了一夜的人民子弟兵。 ?,yellow,0,0,1,34
5113,月光下的饭盒,08月23日 23:26,//weibo.com/1649083457/M2q74xeQ1?refer_flag=1001030103_,#重庆山火#要团结，要互助，一切都会很快好起来的。高温即将远去，大雨??马上就来了。 ?,None,0,0,0,44
5114,闲逛的月亮船,08月23日 23:26,//weibo.com/7784602949/M2q70rhha?refer_flag=1001030103_,#重庆山火# 怎么还在烧啊？？太难了！希望川渝能赶快迎来降雨降温！！?????? ?,None,0,0,0,42
5115,Luo-慧迪,08月23日 23:26,//weibo.com/5178731682/M2q6Ym6jW?refer_flag=1001030103_,#重庆山火#英雄们一定要平安救火，平安归来啊??? ?,None,0,0,0,27
