,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
1521,河北长安网,08月18日 07:57,//weibo.com/6155344804/M1yTbgfCA?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???,blue,7,7,3,82
1522,吉林森林消防,08月18日 07:56,//weibo.com/7079703736/M1yT8v2MC?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 【山火猛如虎 预防保平安】防范森林火灾不能掉以轻心，森林火灾“十不要”“五不烧”是哪些都清楚吗？森林火灾又该如何自救呢？下面这些森林防火知识要掌握。#涪陵山火# ???,blue,0,0,1,98
1523,冷月-如歌-玐,08月18日 07:56,//weibo.com/2642990162/M1yT8hPGW?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#        重庆现在真的太难了，气温又高，还一直不下雨，嘉陵江都干了！！！火势真的很难一下子控制住，希望没有人员伤亡，所有参与灭火的人员都能平安归来！！ ?,yellow,0,0,2,93
1524,jqf2,08月18日 07:56,//weibo.com/5761185860/M1yT24vGn?refer_flag=1001030103_,重庆涪陵区发生山火 消防正在现场扑救 O网页链接 ?,None,0,0,0,26
1525,阿雾特可奈,08月18日 07:56,//weibo.com/6406620567/M1ySYvyIH?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防员要平安啊，楞个热还要灭火，辛苦了。 ?,yellow,0,0,0,35
1526,瘦宅为所欲为,08月18日 07:56,//weibo.com/5509114534/M1ySWrtCH?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安?? ?,None,0,0,0,20
1527,芸芸_rainy,08月18日 07:56,//weibo.com/1776094673/M1ySVw2iD?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#要注意安全啊，人安全最重要，树烧没了可以再种 ?,ip,0,0,0,37
1528,敏敏开心果love,08月18日 07:55,//weibo.com/1159006452/M1ySLcKGr?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#高温天气，再遇山火，真的太难了，消防员们注意安全！ 一定都要平安归来，家人在等你们！ ?,yellow,0,0,1,57
1529,加州可乐酒,08月18日 07:55,//weibo.com/3941633115/M1ySFzJ53?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#早上醒来一看，应该是灭了，只有烟了 ?,yellow,1,10,72,32
1530,福州生态环境,08月18日 07:55,//weibo.com/2635759011/M1ySzqNmt?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,0,0,1,102
1531,是咕叽咕叽不是叽里咕噜,08月18日 07:55,//weibo.com/5905775089/M1ySvz91G?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安啊?? ?,None,0,0,0,23
1532,星星浅说,08月18日 07:55,//weibo.com/1799904965/M1ySvgr82?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望快快熄灭，消防员都平平安安的? ?,None,0,0,0,32
1533,呀吖嘁嘁嘁,08月18日 07:55,//weibo.com/7529889479/M1yStwae4?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安??? ?,None,0,0,0,21
1534,穿公主裙的猪69951,08月18日 07:55,//weibo.com/7250341068/M1ySqurZl?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防员平平安安 ?,None,0,0,0,22
1535,令人吃鲸呀,08月18日 07:55,//weibo.com/3176115077/M1ySpA6wl?refer_flag=1001030103_,重庆涪陵突发山火。 ?,None,0,0,0,11
1536,辽视说天下,08月18日 07:54,//weibo.com/1807058715/M1ySlt4mI?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】17号下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视）L央视新闻的微博视频 ???,blue,0,0,0,97
1537,一鸣心理,08月18日 07:54,//weibo.com/1548786877/M1ySjaGhl?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,yellow,0,0,0,97
1538,敖溜溜,08月18日 07:54,//weibo.com/2550515852/M1ySe9i4w?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 救援人员平平安安? ?,ip,0,0,0,25
1539,浙江衢州消防,08月18日 07:54,//weibo.com/2860762922/M1yS3enoG?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#【遇上森林草原火灾，该如何逃生自救？】春季风力大，空气干燥，森林草原火险等级较高，若不幸遇到森林草原火灾，请学会科学逃生！#蓝浙浙的微课堂# L浙江消防的微博视频 ? ???,blue,0,0,0,100
1540,黄龙检察,08月18日 07:54,//weibo.com/3540153945/M1yS23wMY?refer_flag=1001030103_,#法治ing#①#重庆涪陵山火仍在扑救中# 愿平安；②#湘潭大学回应强制毕业生换10人寝#：具体情况还在研究；③警惕！#家长挤压9天宝宝乳房致急性乳腺炎#；④#小男孩汗流浃背帮父母卸货#，网友：是个汉子……北京发布暴雨蓝色预警，雨天道路湿滑，注意交通安全??哦~ ???,blue,1,2,3,135
1541,21世纪经济报道,08月18日 07:54,//weibo.com/1651428902/M1yS1pHqB?refer_flag=1001030103_,【南财早新闻】① #重庆涪陵山火仍在扑救中#② 教育部：自2025年秋季起，高等学历继续教育不再使用“函授”“业余”名称，统一为“非脱产”③ 马斯克否认将收购曼联④ 英国最新通货膨胀率达10.1%，再创40年新高详见：O南财早新闻丨“顶流”基金经理隐形重仓股曝光；洋河股份将推出两款文创盲盒雪糕 (21财经) ?,blue,3,0,2,156
1542,_对风讲故事,08月18日 07:53,//weibo.com/7342133521/M1yRVsRvp?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#平安啊，现在早上就已经这么晒了 ?,ip,0,0,0,30
1543,襄阳消防,08月18日 07:53,//weibo.com/2200140524/M1yRQc4AW?refer_flag=1001030103_,【森林火灾危害大，防火知识要记牢】森林是地球上分布面积最大、组成结构最复杂、生物多样性最为丰富的生态系统，被誉为“地球之肺”。森林火灾会严重破坏自然生态系统、危害人类生命安全。进入林区时，我们不应该做什么？如遇森林火灾，我们又该怎么办呢？戳视频↓↓ L应急管理部的微博视频 #重庆涪陵山火仍在扑救中# 收起d,blue,0,0,0,154
1544,踩影追战,08月18日 07:53,//weibo.com/7466589606/M1yRQ9RGP?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 愿平安！重庆最近连续晴天，干旱少雨，防火压力很大，辛苦消防和机关工作人员了。 ?,yellow,0,0,1,54
1545,湖北消防,08月18日 07:53,//weibo.com/2527687040/M1yRJn6h9?refer_flag=1001030103_,【森林火灾危害大，防火知识要记牢】森林是地球上分布面积最大、组成结构最复杂、生物多样性最为丰富的生态系统，被誉为“地球之肺”。森林火灾会严重破坏自然生态系统、危害人类生命安全。进入林区时，我们不应该做什么？如遇森林火灾，我们又该怎么办呢？戳视频↓↓ L应急管理部的微博视频 #重庆涪陵山火仍在扑救中# 收起d,blue,3,16,10,154
1546,Ayanhong2057,08月18日 07:53,//weibo.com/7719759951/M1yRG8c0T?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#加油！平安归来！?? ?,None,0,0,0,25
1547,阿森呐呀,08月18日 07:53,//weibo.com/5667186511/M1yRFg2Ks?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#都要平安啊！！！ ?,None,0,0,0,23
1548,湖南日报,08月18日 07:52,//weibo.com/2618638282/M1yReoP06?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# (中国新闻网)O重庆市涪陵区发生山火 暂无人员伤亡 L人民日报的微博视频 收起d,blue,0,0,3,197
1549,四川魏静,08月18日 07:52,//weibo.com/2248834985/M1yRbDBJq?refer_flag=1001030103_,【航拍#重庆涪陵突发山火# 市民自发买物资支援 网友给消防员留言“平安”】据涪陵发布消息，2022年8月17日18时28分许、20时30分许，重庆涪陵区荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡，过火面积和起火原因正在调查中。  L海客新闻的微博视频 收起d,gold,0,3,4,172
1550,一朵菜花哇,08月18日 07:51,//weibo.com/5359395908/M1yQYpcIn?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#早上来看到直升机还在一趟趟运水扑火 ?,ip,0,9,20,32
1551,安徽消防,08月18日 07:51,//weibo.com/2524413584/M1yQOF6Rb?refer_flag=1001030103_,#重庆涪陵山火得到有效控制# 【山火猛如虎 预防保平安】防范森林火灾不能掉以轻心，森林火灾“十不要”“五不烧”是哪些都清楚吗？森林火灾又该如何自救呢？下面这些森林防火知识要掌握。 ?,blue,16,77,82,91
1552,海客新闻,08月18日 07:50,//weibo.com/7360594450/M1yQJ1eej?refer_flag=1001030103_,【航拍#重庆涪陵突发山火# 市民自发买物资支援 网友给消防员留言“平安”】据涪陵发布消息，2022年8月17日18时28分许、20时30分许，重庆涪陵区荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡，过火面积和起火原因正在调查中。  L海客新闻的微博视频 收起d,blue,2,2,16,172
1553,浙江消防,08月18日 07:50,//weibo.com/3042118660/M1yQIou54?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#【遇上森林草原火灾，该如何逃生自救？】春季风力大，空气干燥，森林草原火险等级较高，若不幸遇到森林草原火灾，请学会科学逃生！#蓝浙浙的微课堂# L浙江消防的微博视频 ?,blue,1,8,8,96
1554,双桦检察,08月18日 07:50,//weibo.com/5705310235/M1yQoDOxx?refer_flag=1001030103_,#法治ing#①#重庆涪陵山火仍在扑救中# 愿平安；②#湘潭大学回应强制毕业生换10人寝#：具体情况还在研究；③警惕！#家长挤压9天宝宝乳房致急性乳腺炎#；④#小男孩汗流浃背帮父母卸货#，网友：是个汉子……北京发布暴雨蓝色预警，雨天道路湿滑，注意交通安全??哦~ ???（正义网） ?,blue,10,38,36,142
1555,北京大峰峰,08月18日 07:49,//weibo.com/5816161945/M1yQgCV8R?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# (记者 钟旖)O重庆市涪陵区发生山火 暂无人员伤亡 L人民日报的微博视频 收起d,yellow,1,4,13,197
1556,不睡的鱼017,08月18日 07:49,//weibo.com/6266760000/M1yQe42D9?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#注意安全? ?,yellow,0,0,1,20
1557,安康政法,08月18日 07:49,//weibo.com/6315206710/M1yQ6A8cB?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】17日下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视新闻）L央视新闻的微博视频 ? ???,blue,0,0,1,101
1558,开花奈斯,08月18日 07:49,//weibo.com/7710721985/M1yPZgn1Q?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#昨晚就开始了  辛苦消防员了 ?,ip,0,0,0,29
1559,Lee好我是你的小玉米,08月18日 07:48,//weibo.com/3625187815/M1yPV76zI?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#我们的英雄一定要平安啊！?? ?,yellow,0,0,2,29
1560,上海消防,08月18日 07:48,//weibo.com/2294165474/M1yPMggpq?refer_flag=1001030103_,【突遇森林火灾如何逃生自救】山火发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，哪怕是专业的救火队员，都难以预料险情如何发展。面对危险，想要成功逃生，关键是要想办法逃开高危环境、迅速避险……戳视频↓↓↓学习更多森林火灾逃生小知识！#重庆涪陵山火仍在扑救中##涪陵山火##全民应急#L国家应急广播的微博视频 收起d,blue,2,0,1,160
1561,我再也不想养猫啦,08月18日 07:48,//weibo.com/6095043375/M1yPEAfFT?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#救火的英雄们要平安 ?,yellow,0,0,4,24
1562,找了半天才找到微博改名的地方,08月18日 07:48,//weibo.com/6644298514/M1yPxc5Aw?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防员一定要平安啊 ?,None,0,0,0,24
1563,南通政法,08月18日 07:47,//weibo.com/5160792520/M1yPqCw76?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,0,0,0,102
1564,中宏网,08月18日 07:47,//weibo.com/6706962218/M1yPbiWxa?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# L人民日报的微博视频 收起d,blue,0,0,0,171
1565,阴影下的众生,08月18日 07:46,//weibo.com/6529261513/M1yOVmCO9?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安? ?,None,0,0,0,19
1566,宸落蓝xz,08月18日 07:45,//weibo.com/5211098952/M1yOCpHxl?refer_flag=1001030103_,#重庆涪陵山火救援现场#平安 ?,None,0,0,0,16
1567,郭将军,08月18日 07:44,//weibo.com/2251889740/M1yOfmP0g?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#救援人员都要平安?【森林发生火灾如何逃生】森林火灾发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，险情哪怕是专业的救火队员，都难以预料，面对突如其来的危险，想要成功逃生，关键是要想办法逃开高危火环境、迅速避险。 L善仁的微博视频 ?,yellow,4,0,5,133
1568,辣木李子,08月18日 07:44,//weibo.com/6876250971/M1yO5k240?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#啊还在烧啊消防员们要注意安全！！！！一定！！！ ?,None,0,0,0,38
1569,木和木哒,08月18日 07:43,//weibo.com/7365062350/M1yNO9A3m?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安！！！！这么热的天！！??? ?,None,0,0,0,32
1570,超超家的肉骨茶,08月18日 07:43,//weibo.com/3479856194/M1yNI0EZ7?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿出警人员平平安安！！千万要平平安安的！ ?,None,0,0,0,35
1571,素裹清茶听落花,08月18日 07:43,//weibo.com/3021696495/M1yNBbGJ8?refer_flag=1001030103_,#重庆涪陵突发山火#愿平安??? ?,None,0,0,0,18
1572,上一个ID双炸了,08月18日 07:43,//weibo.com/7474484488/M1yNvwsMt?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#还在烧，重庆今天温度43℃，往后几天都是43℃，扑灭之后也要防止死灰复燃。 ?,ip,0,5,8,52
1573,准备拯救世界的美少女壮士,08月18日 07:42,//weibo.com/5564326726/M1yNfBfGR?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#真不愿意用这样的方式上热搜 ?,None,0,0,0,28
1574,GUO幺妹,08月18日 07:42,//weibo.com/3442223404/M1yN5gRfc?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 2重庆 LGUO幺妹的微博视频 ?,None,0,1,18,31
1575,成都商报,08月18日 07:41,//weibo.com/1700648435/M1yMX3QN1?refer_flag=1001030103_,【#重庆森林火险红色预警已持续13天# 市民：连续高温树木都烤干了】#重庆涪陵山火市民发声# 重庆市民李先生告诉记者，山火发生点就在他家对面，“好多处着火点，可能是连续高温，树木都烤干了。”李先生介绍，据他了解到，“全区的机关单位都马上动员起来了组织人员应急队员疏散，还出动了直升机。”8月17日，重庆刚召开了高温抗旱工作专题新闻发布会。发布会称，进入夏季森林防火以来，重庆平均气温达到1961年来历史同期最高值，已连续两次发布森林火险橙色和红色预警信号，第2次红色预警信号已经持续13天，目前还在持续。据发布会，截至8月17日，夏季重庆已发生森林火灾2起，受害森林面积17.6亩，防火形势十分严峻。8月中下旬至9月上旬，重庆市仍然维持气温偏高、降水偏少的趋势，高温干旱仍将持续。特别是长江、嘉陵江沿江河谷地带伏旱相对偏重，人口密集，容易发生森林火灾。#重庆涪陵山火仍在扑救中# O网页链接 L红星视频的微博视频 收起d,blue,3,6,13,410
1576,平底鞋or高跟鞋,08月18日 07:41,//weibo.com/5440126412/M1yMUDx9R?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#高温天气，再遇山火，真的太难了，消防员注意安全呀！ ?,ip,0,0,1,40
1577,内蒙古日报,08月18日 07:41,//weibo.com/3919603060/M1yMQtbn9?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报）  L人民日报的微博视频 ???,blue,1,0,3,77
1578,红星新闻,08月18日 07:41,//weibo.com/6105713761/M1yMPDfca?refer_flag=1001030103_,【#重庆森林火险红色预警已持续13天# 市民：连续高温树木都烤干了】#重庆涪陵山火市民发声# 重庆市民李先生告诉记者，山火发生点就在他家对面，“好多处着火点，可能是连续高温，树木都烤干了。”李先生介绍，据他了解到，“全区的机关单位都马上动员起来了组织人员应急队员疏散，还出动了直升机。”8月17日，重庆刚召开了高温抗旱工作专题新闻发布会。发布会称，进入夏季森林防火以来，重庆平均气温达到1961年来历史同期最高值，已连续两次发布森林火险橙色和红色预警信号，第2次红色预警信号已经持续13天，目前还在持续。据发布会，截至8月17日，夏季重庆已发生森林火灾2起，受害森林面积17.6亩，防火形势十分严峻。8月中下旬至9月上旬，重庆市仍然维持气温偏高、降水偏少的趋势，高温干旱仍将持续。特别是长江、嘉陵江沿江河谷地带伏旱相对偏重，人口密集，容易发生森林火灾。#重庆涪陵山火仍在扑救中# #重庆涪陵山火得到有效控制# O网页链接 L红星视频的微博视频 #全国高温排行榜前10都在重庆# 收起d,blue,20,98,639,442
1579,红网,08月18日 07:40,//weibo.com/3363163410/M1yMzpkO1?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# (中国新闻网)O重庆市涪陵区发生山火 暂无人员伤亡 L人民日报的微博视频 收起d,blue,1,0,0,197
1580,胖胖啊201907,08月18日 07:40,//weibo.com/7243759395/M1yMyuZAy?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#消防员们一定要平安 ?,None,0,0,3,24
1581,伏地魔与林黛玉,08月18日 07:40,//weibo.com/7272803879/M1yMya6fS?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,None,0,0,0,18
1582,正义网,08月18日 07:40,//weibo.com/1896650227/M1yMqbovJ?refer_flag=1001030103_,#法治ing#①#重庆涪陵山火仍在扑救中# 愿平安；②#湘潭大学回应强制毕业生换10人寝#：具体情况还在研究；③警惕！#家长挤压9天宝宝乳房致急性乳腺炎#；④#小男孩汗流浃背帮父母卸货#，网友：是个汉子……北京发布暴雨蓝色预警，雨天道路湿滑，注意交通安全??哦~ ?,blue,8,4,43,133
1583,一下吗是多少那天,08月18日 07:40,//weibo.com/7740029175/M1yMmFJO9?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#现在怎么样了 扑灭了嘛 ?,None,0,0,0,26
1584,快乐糖头发什么时候能长长,08月18日 07:40,//weibo.com/5857622194/M1yMjnwAH?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#涪陵加油啊！一定要平安? ?,yellow,0,0,7,27
1585,风笛铃响,08月18日 07:40,//weibo.com/6449799727/M1yMj9dGt?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 祈愿平平安安，天太热了 ?,ip,0,0,0,27
1586,铜仁消防,08月18日 07:39,//weibo.com/3192193400/M1yLU2g9C?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,1,12,8,102
1587,武侯人社局,08月18日 07:39,//weibo.com/2880246932/M1yLTa7G6?refer_flag=1001030103_,救援人员都要平安?【森林发生火灾如何逃生】森林火灾发生后，火势因受地形、植被、气候等因素的影响而瞬息万变，险情哪怕是专业的救火队员，都难以预料，面对突如其来的危险，想要成功逃生，关键是要想办法逃开高危火环境、迅速避险。 据人民日报～#涪陵山火##重庆涪陵突发山火#（via～中国消防） 收起d,blue,0,21,12,146
1588,中新视频,08月18日 07:38,//weibo.com/2769885021/M1yLPA4Je?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# (中国新闻网)  L中新视频的微博视频 收起d,blue,1,0,6,180
1589,Lesile风再起时18,08月18日 07:38,//weibo.com/2344869421/M1yLM1lUd?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#哪有岁月静好，只不过有人在替我们负重前行！望平安！ ?,None,0,0,3,40
1590,舞弦月儿,08月18日 07:38,//weibo.com/1489239435/M1yLFsTJK?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#希望赶紧扑灭，消防人员都能平安，40几度的高温，穿着消防服，带着面具，火场的气温更高，消防人员真的又危险又辛苦，山火快点灭了吧??? ?,None,0,0,14,81
1591,梦里的录子,08月18日 07:38,//weibo.com/7727299913/M1yLFeADw?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#请参与扑火的消防员注意安全，把消防员的生命安全放在第一位，愿平安！ ?,None,0,0,17,48
1592,临沂临港发布,08月18日 07:37,//weibo.com/3687050977/M1yLj2KEv?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,0,0,0,102
1593,糗糗大作战,08月18日 07:36,//weibo.com/2906640823/M1yKZi58n?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#一定要平安啊，拜托? ?,None,0,0,1,25
1594,铜仁消防,08月18日 07:36,//weibo.com/3192193400/M1yKSdHOP?refer_flag=1001030103_,铜仁消防蓝精灵#重庆涪陵突发山火#天气暑热   周四早安 ?,blue,3,436,322,31
1595,席恺妧,08月18日 07:36,//weibo.com/3859452918/M1yKHyc0q?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安，别烧了。 ?,ip,0,0,1,23
1596,大河网,08月18日 07:35,//weibo.com/1828887503/M1yKD42lz?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# (记者 钟旖)O重庆市涪陵区发生山火 暂无人员伤亡 L人民日报的微博视频 收起d,blue,2,0,0,197
1597,就想拽瞌睡,08月18日 07:35,//weibo.com/3937607715/M1yKyE2GU?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#实在没想到家乡是以这种方式上热搜最近天气太热了，很容易出现火灾山火更难控制，愿消防人员平安?? ?,None,0,0,18,62
1598,平安泸县,08月18日 07:35,//weibo.com/5201000633/M1yKxtd6u?refer_flag=1001030103_,【#重庆涪陵山火仍在扑救中# 愿平安！】L央视新闻的微博视频 ?,blue,0,3,2,32
1599,风陵渡口一眼万年,08月18日 07:35,//weibo.com/3941581107/M1yKs96LY?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#南方太干旱了！望平安！ ?,yellow,0,0,2,26
1600,未来路很长一路相随,08月18日 07:35,//weibo.com/6192885230/M1yKjkt5h?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿早日被扑灭，更愿所有的消防人员平安归来！ ?,yellow,0,0,0,36
1601,Bonnefeuille先生,08月18日 07:35,//weibo.com/3821372067/M1yKfrIkU?refer_flag=1001030103_,#重庆涪陵山火最新情况#还在燃 ?,None,0,1,14,17
1602,邓二莲-,08月18日 07:34,//weibo.com/2940468373/M1yK0pJDw?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中# 快下场雨啊！！！消防队员们要注意自身安全，都平平安安的。 ?,ip,0,0,1,44
1603,醉里挑灯看丑国,08月18日 07:34,//weibo.com/3547899477/M1yK04PTs?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#无论如何，消防员一定要平平安安? ?,yellow,0,0,0,31
1604,闪直播,08月18日 07:34,//weibo.com/2135586780/M1yJXFClQ?refer_flag=1001030103_,【#重庆涪陵山火暂无人员伤亡#】重庆市涪陵区政府新闻办17日晚发布消息称，2022年8月17日18时28分许、20时30分许，荔枝街道、江北街道所辖山林相继发生火灾。涪陵区第一时间启动应急预案，组织消防力量前往扑救。目前，附近居民已及时疏散，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆涪陵山火仍在扑救中# （中国新闻网） L人民日报的微博视频 收起d,blue,0,0,0,179
1605,克制与坚持,08月18日 07:34,//weibo.com/1226194205/M1yJXaOXI?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#已经很热了，还来这个，估计也是天热导致的 ?,None,0,0,0,35
1606,羲_蘇,08月18日 07:33,//weibo.com/5184765834/M1yJF4W4K?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#辛苦了！平安归来！！ ?,None,0,0,0,25
1607,木焦木焦啊,08月18日 07:33,//weibo.com/5534238978/M1yJxaDoM?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#愿平安 ?,None,0,0,0,18
1608,pwo0owq,08月18日 07:32,//weibo.com/3626575912/M1yJam2H8?refer_flag=1001030103_,#重庆涪陵山火仍在扑救中#雨，来！雨，来！雨，来！ ?,None,0,0,3,27
1609,达州应急,08月18日 07:32,//weibo.com/3930794463/M1yJ4aUzc?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。据了解，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋）L央视新闻的微博视频 ?,blue,0,0,0,102
